statecounty,margin,coolidge,davis,other,lafollette
20125,40.68%, 65.02%, 24.34%,-, 10.63%
20127,42.92%, 64.70%, 21.78%,-, 13.51%
20129,31.50%, 55.02%, 23.52%,-, 21.46%
20131,33.09%, 60.24%, 27.15%,-, 12.60%
20133,32.56%, 58.70%, 26.14%,-, 15.16%
20135,43.17%, 64.64%, 21.47%,-, 13.89%
20137,32.40%, 59.33%, 26.93%,-, 13.73%
20139,37.06%, 63.20%, 26.14%,-, 10.66%
20141,52.13%, 71.55%, 19.43%,-, 9.02%
20143,39.46%, 60.25%, 20.79%,-, 18.96%
20145,33.67%, 62.54%, 28.86%,-, 8.60%
20147,26.40%, 54.97%, 28.58%,-, 16.45%
20149,45.14%, 68.28%, 23.14%,-, 8.57%
20151,32.34%, 57.36%, 25.03%,-, 17.61%
20153,17.78%, 45.79%, 28.01%,-, 26.20%
20155,42.04%, 65.23%, 23.18%,-, 11.59%
20157,33.57%, 59.96%, 26.40%,-, 13.64%
20159,45.75%, 68.53%, 22.78%,-, 8.69%
20161,48.90%, 70.03%, 21.13%,-, 8.84%
20163,40.88%, 66.02%, 25.14%, 0.08%, 8.76%
20165,31.94%, 57.25%, 25.31%,-, 17.43%
20167,45.35%, 64.30%, 16.75%,-, 18.95%
20169,43.11%, 62.20%, 18.71%,-, 19.09%
20171,20.03%, 50.87%, 30.84%,-, 18.30%
20173,33.65%, 57.23%, 23.58%,-, 19.18%
20175,22.31%, 52.00%, 29.69%,-, 18.31%
20177,53.92%, 72.21%, 18.29%,-, 9.49%
20179,34.84%, 59.11%, 24.27%,-, 16.61%
20181,13.37%, 45.89%, 21.60%,-, 32.52%
20183,28.24%, 57.23%, 28.99%,-, 13.78%
20185,47.41%, 68.58%, 21.17%,-, 10.24%
20187,36.41%, 62.44%, 26.03%,-, 11.53%
20189,44.53%, 66.55%, 22.01%,-, 11.44%
20191,29.64%, 54.93%, 25.29%,-, 19.79%
20193,22.45%, 52.50%, 30.05%,-, 17.44%
20195,36.98%, 58.14%, 20.70%,-, 21.16%
20197,47.01%, 65.90%, 15.21%,-, 18.89%
20199,22.62%, 53.70%, 15.23%,-, 31.08%
20201,38.37%, 60.98%, 22.62%,-, 16.40%
20203,43.56%, 62.68%, 19.12%,-, 18.21%
20205,40.45%, 65.00%, 24.55%,-, 10.45%
20207,36.30%, 63.17%, 26.87%,-, 9.95%
20209,37.28%, 59.48%, 22.20%,-, 18.32%
21001,7.53%, 53.40%, 45.86%, 0.74%,-
21003,13.70%, 56.52%, 42.83%, 0.65%,-
21005,18.81%, 39.84%, 58.65%, 1.52%,-
21007,59.04%, 19.18%, 78.22%, 0.58%, 2.03%
21009,11.98%, 43.48%, 55.46%, 1.06%,-
21011,9.64%, 44.90%, 54.55%, 0.55%,-
21013,40.59%, 68.02%, 27.43%, 0.33%, 4.22%
21015,23.47%, 36.39%, 59.86%, 0.30%, 3.45%
21017,4.37%, 47.06%, 51.43%, 1.50%,-
21019,18.17%, 55.55%, 37.38%, 1.03%, 6.05%
21021,8.43%, 43.00%, 51.42%, 0.87%, 4.71%
21023,8.54%, 51.67%, 43.13%, 1.57%, 3.63%
21025,24.60%, 37.59%, 62.19%, 0.22%,-
21027,8.38%, 53.37%, 44.99%, 1.64%,-
21029,29.44%, 33.04%, 62.49%, 0.10%, 4.37%
21031,37.83%, 68.18%, 30.35%, 1.47%,-
21033,6.49%, 51.45%, 44.96%, 0.54%, 3.05%
21035,58.46%, 19.17%, 77.63%, 0.53%, 2.66%
21037,21.84%, 49.44%, 22.31%, 0.65%, 27.60%
21039,64.65%, 16.93%, 81.58%, 1.49%,-
21041,26.25%, 36.59%, 62.85%, 0.56%,-
21043,26.41%, 61.50%, 35.10%, 0.22%, 3.18%
21045,26.73%, 63.03%, 36.30%, 0.67%,-
21047,4.37%, 51.77%, 47.40%, 0.83%,-
21049,17.41%, 40.78%, 58.18%, 1.04%,-
21051,50.63%, 74.08%, 23.46%, 0.25%, 2.21%
21053,58.04%, 78.70%, 20.65%, 0.65%,-
21055,14.98%, 56.75%, 41.77%, 1.48%,-
21057,39.79%, 69.60%, 29.81%, 0.58%,-
21059,5.43%, 46.67%, 52.10%, 1.23%,-
21061,27.09%, 63.54%, 36.46%,-,-
21063,46.36%, 26.16%, 72.52%, 1.32%,-
21065,2.26%, 48.64%, 46.38%, 0.57%, 4.41%
21067,5.87%, 52.20%, 46.33%, 1.47%,-
21069,0.35%, 49.38%, 49.72%, 0.90%,-
21071,5.21%, 44.02%, 49.23%, 0.20%, 6.56%
21073,24.35%, 37.15%, 61.50%, 1.34%,-
21075,56.57%, 20.96%, 77.53%, 1.51%,-
21077,14.44%, 42.13%, 56.57%, 1.29%,-
21079,9.82%, 54.63%, 44.81%, 0.57%,-
21081,14.58%, 39.45%, 54.03%, 0.67%, 5.84%
21083,50.82%, 23.22%, 74.04%, 0.21%, 2.52%
21085,5.33%, 52.16%, 46.84%, 1.00%,-
21087,10.69%, 55.16%, 44.47%, 0.37%,-
21089,10.89%, 47.30%, 36.41%, 0.96%, 15.32%
21091,0.33%, 48.88%, 48.55%, 0.40%, 2.17%
21093,21.69%, 38.00%, 59.68%, 0.21%, 2.11%
21095,56.79%, 72.94%, 16.15%, 1.35%, 9.56%
21097,28.42%, 34.98%, 63.40%, 1.62%,-
21099,2.21%, 48.08%, 50.29%, 1.63%,-
21101,9.37%, 53.67%, 44.30%,-, 2.04%
21103,31.57%, 33.86%, 65.43%, 0.71%,-
21105,56.87%, 21.27%, 78.14%, 0.59%,-
21107,4.83%, 44.64%, 49.47%, 0.79%, 5.10%
21109,78.45%, 87.96%, 9.50%, 0.03%, 2.51%
21111,9.66%, 52.53%, 42.87%, 0.32%, 4.28%
21113,6.84%, 45.00%, 51.85%, 0.65%,-
21115,32.02%, 61.67%, 29.65%, 0.50%, 8.17%
21117,15.19%, 44.33%, 26.03%, 0.51%, 29.13%
21119,43.85%, 27.75%, 71.59%, 0.66%,-
21121,39.86%, 67.34%, 27.48%,-, 5.18%
21123,18.30%, 40.42%, 58.72%, 0.85%,-
21125,36.88%, 66.24%, 29.35%, 0.32%, 4.09%
21127,2.01%, 50.16%, 48.15%, 1.69%,-
21129,0.00%, 49.25%, 49.25%, 1.50%,-
21131,79.25%, 88.91%, 9.66%, 1.43%,-
21133,21.83%, 54.96%, 33.13%, 0.64%, 11.26%
21135,34.40%, 65.13%, 30.73%, 0.49%, 3.65%
21137,2.62%, 46.67%, 49.29%, 0.22%, 3.82%
21139,16.15%, 40.84%, 57.00%, 2.16%,-
21141,12.33%, 42.80%, 55.13%, 2.07%,-
21143,25.72%, 36.33%, 62.06%, 1.61%,-
21145,8.54%, 40.54%, 49.08%, 0.46%, 9.92%
21147,57.73%, 74.98%, 17.25%, 0.19%, 7.57%
21149,10.03%, 43.61%, 53.64%, 0.54%, 2.21%
21151,3.70%, 51.26%, 47.56%, 1.18%,-
21153,11.04%, 55.25%, 44.20%, 0.55%,-
21155,21.07%, 38.53%, 59.60%, 1.87%,-
21157,38.90%, 29.73%, 68.63%, 1.65%,-
21159,55.38%, 72.94%, 17.56%, 0.53%, 8.97%
21161,1.69%, 48.28%, 49.96%, 1.76%,-
21163,23.55%, 37.43%, 60.98%, 1.59%,-
21165,31.47%, 33.48%, 64.96%, 1.56%,-
21167,0.31%, 49.62%, 49.31%, 1.08%,-
21169,6.89%, 53.15%, 46.26%, 0.59%,-
21171,43.44%, 71.18%, 27.74%, 1.09%,-
21173,8.98%, 44.92%, 53.90%, 1.17%,-
21175,29.28%, 35.09%, 64.37%, 0.54%,-
21177,7.94%, 49.76%, 41.82%, 0.39%, 8.03%
21179,29.57%, 34.56%, 64.13%, 1.31%,-
21181,24.47%, 37.19%, 61.66%, 1.16%,-
21183,5.34%, 50.65%, 45.31%, 0.56%, 3.49%
21185,36.20%, 31.30%, 67.50%, 1.21%,-
21187,54.60%, 22.24%, 76.84%, 0.93%,-
21189,62.28%, 80.38%, 18.11%, 1.51%,-
21191,2.78%, 49.71%, 46.93%, 0.09%, 3.26%
21193,23.04%, 59.09%, 36.05%, 0.23%, 4.64%
21195,9.04%, 52.13%, 43.09%, 0.53%, 4.24%
21197,12.73%, 42.87%, 55.60%, 1.54%,-
21199,31.91%, 62.66%, 30.75%, 0.20%, 6.38%
21201,15.29%, 41.85%, 57.14%, 1.01%,-
21203,35.05%, 66.24%, 31.19%,-, 2.56%
21205,9.46%, 53.60%, 44.14%, 0.12%, 2.14%
21207,29.89%, 64.61%, 34.71%, 0.68%,-
21209,23.70%, 37.60%, 61.30%, 1.10%,-
21211,15.79%, 41.60%, 57.39%, 1.01%,-
21213,34.56%, 32.08%, 66.63%, 1.29%,-
21215,15.67%, 41.95%, 57.62%, 0.44%,-
21217,4.94%, 52.09%, 47.15%, 0.76%,-
21219,15.75%, 41.50%, 57.24%, 1.26%,-
21221,10.31%, 44.36%, 54.66%, 0.98%,-
21223,66.48%, 16.61%, 83.09%, 0.30%,-
21225,30.92%, 32.05%, 62.97%, 0.61%, 4.36%
21227,10.74%, 44.12%, 54.85%, 1.03%,-
21229,1.06%, 50.39%, 49.33%, 0.29%,-
21231,9.28%, 54.31%, 45.04%, 0.65%,-
21233,4.78%, 47.08%, 51.86%, 1.07%,-
21235,47.89%, 68.38%, 20.49%, 0.55%, 10.58%
21237,31.87%, 33.72%, 65.59%, 0.70%,-
21239,8.33%, 45.69%, 54.02%, 0.28%,-
22001,34.53%, 30.20%, 64.73%,-,-
22003,42.33%, 28.83%, 71.17%,-,-
22005,42.05%, 28.97%, 71.03%,-,-
22007,32.67%, 66.34%, 33.66%,-,-
22009,52.57%, 23.72%, 76.28%,-,-
22011,66.99%, 16.47%, 83.46%, 0.07%,-
22013,83.77%, 7.94%, 91.71%, 0.36%,-
22015,85.52%, 5.84%, 91.36%,-,-
22017,57.68%, 17.73%, 75.41%,-,-
22019,37.34%, 30.88%, 68.22%, 0.90%,-
22021,69.79%, 14.72%, 84.51%, 0.76%,-
22023,89.28%, 5.36%, 94.64%,-,-
22025,47.30%, 26.35%, 73.65%,-,-
22027,91.73%, 4.13%, 95.87%,-,-
22029,74.79%, 12.60%, 87.40%,-,-
22031,80.63%, 9.25%, 89.88%, 0.86%,-
22033,63.44%, 18.00%, 81.44%, 0.56%,-
22035,59.20%, 20.40%, 79.60%,-,-
22037,90.55%, 4.73%, 95.27%,-,-
22039,59.45%, 20.21%, 79.66%, 0.13%,-
22041,65.54%, 17.23%, 82.77%,-,-
22043,56.17%, 21.92%, 78.08%,-,-
22045,4.30%, 47.85%, 52.15%,-,-
22047,17.30%, 40.99%, 58.28%, 0.73%,-
22049,77.14%, 11.43%, 88.57%,-,-
22051,62.85%, 13.61%, 76.46%,-,-
22053,4.85%, 47.58%, 52.42%,-,-
22055,24.39%, 28.97%, 53.36%,-,-
22057,5.20%, 47.40%, 52.60%,-,-
22059,62.21%, 17.93%, 80.14%, 1.93%,-
22061,72.73%, 13.46%, 86.19%, 0.34%,-
22063,71.32%, 14.34%, 85.66%,-,-
22065,90.94%, 4.53%, 95.47%,-,-
22067,61.00%, 19.50%, 80.50%,-,-
22069,69.24%, 14.86%, 84.10%, 1.04%,-
22071,62.61%, 16.46%, 79.06%,-,-
22073,50.38%, 22.77%, 73.15%,-,-
22075,54.82%, 20.84%, 75.66%,-,-
22077,42.23%, 27.65%, 69.89%,-,-
22079,34.56%, 31.06%, 65.62%,-,-
22081,84.23%, 5.26%, 89.49%,-,-
22083,70.78%, 14.61%, 85.39%,-,-
22085,68.35%, 15.47%, 83.82%, 0.71%,-
22087,95.18%, 2.41%, 97.59%,-,-
22089,57.42%, 21.29%, 78.71%,-,-
22091,82.27%, 8.87%, 91.13%,-,-
22093,37.61%, 31.03%, 68.64%, 0.33%,-
22095,26.79%, 36.60%, 63.40%,-,-
22097,58.27%, 20.86%, 79.14%,-,-
22099,44.05%, 26.22%, 70.27%,-,-
22101,0.46%, 48.69%, 49.15%,-,-
22103,53.39%, 20.52%, 73.91%,-,-
22105,54.49%, 22.76%, 77.24%,-,-
22107,88.30%, 5.85%, 94.15%,-,-
22109,7.47%, 46.27%, 53.73%,-,-
22111,98.30%,-, 99.09%, 0.91%,-
22113,17.95%, 41.03%, 58.97%,-,-
22115,79.51%, 9.18%, 88.69%,-,-
22117,66.16%, 10.87%, 77.64%,-,-
22119,84.90%, 5.03%, 89.93%,-,-
22121,30.56%, 28.40%, 58.95%,-,-
22123,65.39%, 16.23%, 81.62%,-,-
22125,91.71%, 4.14%, 95.86%,-,-
22127,73.83%, 13.09%, 86.91%,-,-
23001,30.56%, 59.80%, 29.24%, 0.19%, 10.77%
23003,68.71%, 81.61%, 12.90%, 0.15%, 5.35%
23005,53.50%, 73.31%, 19.82%, 0.16%, 6.71%
23007,48.41%, 72.40%, 23.99%, 0.28%, 3.33%
23009,57.70%, 77.37%, 19.67%, 0.20%, 2.76%
23011,49.22%, 72.26%, 23.04%, 0.14%, 4.55%
23013,44.81%, 69.99%, 25.18%, 0.95%, 3.87%
23015,56.85%, 77.36%, 20.51%, 2.13%,-
23017,44.53%, 69.90%, 25.37%, 0.12%, 4.61%
23019,56.95%, 74.93%, 17.97%, 0.21%, 6.89%
23021,57.59%, 75.94%, 18.35%, 0.06%, 5.65%
23023,50.69%, 73.26%, 22.57%, 0.15%, 4.02%
23025,54.21%, 73.83%, 19.62%, 0.31%, 6.24%
23027,54.50%, 75.80%, 21.30%, 0.08%, 2.82%
23029,45.28%, 69.71%, 24.43%, 0.26%, 5.60%
23031,42.97%, 68.17%, 25.20%, 0.22%, 6.41%
24001,28.10%, 55.24%, 27.14%, 0.39%, 17.24%
24003,1.16%, 44.46%, 45.62%, 0.74%, 9.18%
24005,0.19%, 43.32%, 43.51%, 0.14%, 13.04%
24009,11.13%, 54.06%, 42.93%, 0.10%, 2.90%
24011,5.79%, 45.21%, 51.00%, 0.41%, 3.38%
24013,6.67%, 51.65%, 44.98%, 0.25%, 3.12%
24015,4.68%, 50.37%, 45.69%, 0.54%, 3.40%
24017,18.50%, 56.59%, 38.09%, 0.79%, 4.52%
24019,4.67%, 50.76%, 46.08%, 0.09%, 3.07%
24021,4.10%, 49.35%, 45.25%, 0.13%, 5.28%
24023,32.59%, 61.79%, 29.20%, 0.12%, 8.89%
24025,3.82%, 45.69%, 49.51%, 0.22%, 4.58%
24027,15.42%, 38.48%, 53.90%, 0.23%, 7.39%
24029,12.82%, 42.51%, 55.34%, 2.15%,-
24031,7.48%, 44.01%, 51.49%, 0.18%, 4.32%
24033,6.24%, 46.98%, 40.74%, 0.46%, 11.83%
24035,30.54%, 33.74%, 64.28%, 1.98%,-
24037,7.99%, 44.64%, 52.63%, 0.22%, 2.51%
24039,5.18%, 51.19%, 46.01%, 0.40%, 2.41%
24041,7.43%, 44.66%, 52.10%, 0.04%, 3.21%
24043,20.64%, 54.21%, 33.57%, 0.20%, 12.02%
24045,7.81%, 43.82%, 51.62%, 0.03%, 4.53%
24047,22.70%, 38.29%, 60.99%, 0.72%,-
24510,5.74%, 42.63%, 36.89%, 0.30%, 20.19%
25001,75.22%, 85.50%, 10.27%, 0.28%, 3.95%
25003,32.96%, 61.05%, 28.09%, 0.34%, 10.52%
25005,43.97%, 66.23%, 22.25%, 0.70%, 10.82%
25007,78.97%, 86.91%, 7.94%, 0.07%, 5.07%
25009,48.21%, 66.58%, 18.37%, 0.43%, 14.61%
25011,62.93%, 77.12%, 14.19%, 0.17%, 8.51%
25013,35.36%, 59.97%, 24.61%, 0.34%, 15.07%
25015,42.26%, 66.23%, 23.97%, 0.21%, 9.58%
25017,38.39%, 63.68%, 25.29%, 0.26%, 10.78%
25019,60.85%, 79.64%, 18.79%, 1.57%,-
25021,52.64%, 71.10%, 18.45%, 0.30%, 10.15%
25023,51.37%, 68.97%, 17.60%, 0.43%, 13.01%
25025,11.69%, 47.14%, 35.45%, 0.48%, 16.93%
25027,43.80%, 67.14%, 23.34%, 0.32%, 9.21%
26001,59.37%, 72.32%, 12.96%, 2.11%, 12.61%
26003,45.82%, 66.52%, 9.34%, 3.44%, 20.70%
26005,66.16%, 79.32%, 13.16%, 0.83%, 6.70%
26007,60.26%, 75.78%, 15.52%, 0.70%, 7.99%
26009,64.10%, 76.79%, 12.68%, 1.30%, 9.23%
26011,45.58%, 67.57%, 21.99%, 0.73%, 9.71%
26013,55.45%, 71.84%, 8.72%, 3.06%, 16.39%
26015,45.14%, 70.72%, 25.58%, 0.68%, 3.03%
26017,39.13%, 64.75%, 25.62%, 0.95%, 8.68%
26019,57.74%, 73.84%, 7.61%, 2.46%, 16.10%
26021,45.59%, 63.73%, 18.15%, 1.05%, 17.08%
26023,40.45%, 64.67%, 24.22%, 0.97%, 10.14%
26025,55.99%, 71.91%, 15.91%, 1.17%, 11.01%
26027,29.23%, 59.93%, 30.70%, 0.87%, 8.50%
26029,69.98%, 79.65%, 9.66%, 1.48%, 9.21%
26031,40.39%, 64.16%, 23.77%, 1.53%, 10.55%
26033,63.25%, 77.44%, 7.34%, 1.04%, 14.18%
26035,63.19%, 77.67%, 14.48%, 1.50%, 6.35%
26037,61.08%, 76.81%, 15.73%, 0.57%, 6.90%
26039,58.77%, 72.92%, 14.15%, 1.04%, 11.89%
26041,5.83%, 49.83%, 4.85%, 1.32%, 44.00%
26043,46.04%, 68.66%, 6.05%, 2.66%, 22.62%
26045,51.63%, 73.66%, 22.03%, 0.78%, 3.53%
26047,51.51%, 69.23%, 17.72%, 1.56%, 11.49%
26049,73.48%, 83.82%, 10.34%, 0.65%, 5.20%
26051,67.89%, 78.36%, 10.47%, 1.23%, 9.94%
26053,43.43%, 66.54%, 6.32%, 1.86%, 23.11%
26055,61.63%, 74.86%, 10.41%, 1.49%, 13.23%
26057,55.26%, 76.09%, 20.82%, 0.83%, 2.26%
26059,47.78%, 68.45%, 20.67%, 0.99%, 9.89%
26061,73.54%, 83.02%, 6.27%, 1.23%, 9.48%
26063,72.08%, 81.14%, 9.07%, 0.77%, 9.02%
26065,67.21%, 81.16%, 13.95%, 0.57%, 4.31%
26067,51.48%, 73.21%, 21.74%, 0.75%, 4.31%
26069,57.71%, 71.43%, 12.68%, 2.17%, 13.72%
26071,38.52%, 65.06%, 5.73%, 2.67%, 26.54%
26073,59.32%, 77.08%, 17.75%, 0.98%, 4.19%
26075,49.32%, 69.18%, 19.86%, 0.81%, 10.14%
26077,60.67%, 75.31%, 14.64%, 0.73%, 9.32%
26079,55.51%, 70.46%, 14.95%, 1.68%, 12.91%
26081,63.08%, 76.61%, 13.53%, 0.78%, 9.08%
26083,86.85%, 91.15%, 3.21%, 1.35%, 4.30%
26085,48.65%, 68.79%, 20.14%, 0.77%, 10.30%
26087,71.31%, 83.65%, 12.34%, 0.72%, 3.29%
26089,62.70%, 75.36%, 12.66%, 1.51%, 10.47%
26091,51.16%, 72.65%, 21.48%, 0.66%, 5.21%
26093,39.29%, 67.37%, 28.09%, 0.76%, 3.78%
26095,70.02%, 80.65%, 10.63%, 0.85%, 7.87%
26097,19.54%, 51.62%, 32.08%, 0.84%, 15.46%
26099,49.93%, 69.96%, 20.03%, 0.56%, 9.45%
26101,37.47%, 58.09%, 20.62%, 0.97%, 20.31%
26103,49.11%, 70.70%, 6.11%, 1.59%, 21.59%
26105,51.83%, 67.18%, 15.35%, 2.58%, 14.90%
26107,61.22%, 76.96%, 15.73%, 1.29%, 6.02%
26109,21.68%, 53.35%, 13.59%, 1.39%, 31.67%
26111,66.74%, 79.08%, 12.34%, 1.50%, 7.07%
26113,74.81%, 85.09%, 10.27%, 0.74%, 3.90%
26115,25.74%, 58.12%, 32.38%, 0.77%, 8.73%
26117,63.09%, 78.97%, 15.88%, 1.18%, 3.97%
26119,41.37%, 63.93%, 11.97%, 1.54%, 22.56%
26121,67.20%, 79.22%, 8.03%, 0.74%, 12.02%
26123,65.78%, 79.22%, 13.44%, 1.12%, 6.22%
26125,69.60%, 81.27%, 11.66%, 0.82%, 6.25%
26127,60.34%, 74.94%, 14.61%, 1.91%, 8.54%
26129,67.38%, 79.32%, 11.94%, 1.53%, 7.22%
26131,58.18%, 71.42%, 13.24%, 2.67%, 12.67%
26133,63.35%, 77.79%, 14.44%, 1.25%, 6.53%
26135,71.25%, 82.24%, 10.99%, 0.42%, 6.34%
26137,57.74%, 73.81%, 16.06%, 0.90%, 9.23%
26139,65.97%, 78.55%, 12.57%, 0.68%, 8.20%
26141,48.66%, 67.45%, 12.56%, 1.19%, 18.79%
26143,55.11%, 69.64%, 14.24%, 1.58%, 14.53%
26145,50.12%, 67.99%, 17.87%, 0.76%, 13.38%
26147,60.73%, 76.54%, 15.80%, 0.48%, 7.18%
26149,39.30%, 65.43%, 26.13%, 1.07%, 7.37%
26151,73.84%, 84.53%, 10.70%, 0.78%, 3.98%
26153,32.19%, 61.34%, 7.69%, 1.82%, 29.15%
26155,58.87%, 72.99%, 14.12%, 1.80%, 11.09%
26157,68.83%, 80.37%, 11.55%, 1.07%, 7.01%
26159,55.60%, 71.55%, 15.95%, 1.16%, 11.34%
26161,54.07%, 72.24%, 18.17%, 0.87%, 8.71%
26163,68.25%, 80.11%, 7.10%, 0.92%, 11.86%
26165,65.79%, 77.47%, 11.68%, 2.11%, 8.74%
27001,15.02%, 53.67%, 4.18%, 0.36%, 38.65%
27003,22.94%, 57.15%, 8.32%, 0.33%, 34.21%
27005,0.42%, 45.51%, 6.65%, 1.92%, 45.92%
27007,1.45%, 46.22%, 5.04%, 1.06%, 47.67%
27009,0.39%, 41.90%, 14.71%, 1.11%, 42.28%
27011,0.48%, 46.14%, 7.87%, 0.33%, 45.66%
27013,19.63%, 55.09%, 9.13%, 0.32%, 35.46%
27015,31.94%, 31.87%, 3.82%, 0.51%, 63.81%
27017,9.34%, 49.76%, 4.80%, 0.27%, 40.42%
27019,12.58%, 40.20%, 6.50%, 0.53%, 52.78%
27021,14.46%, 54.13%, 5.22%, 0.99%, 39.67%
27023,12.27%, 42.29%, 2.77%, 0.38%, 54.57%
27025,8.71%, 52.80%, 2.66%, 0.45%, 44.09%
27027,3.99%, 44.55%, 6.35%, 0.56%, 48.54%
27029,21.05%, 37.54%, 3.17%, 0.70%, 58.59%
27031,40.69%, 67.97%, 4.18%, 0.58%, 27.27%
27033,18.93%, 56.99%, 4.54%, 0.40%, 38.07%
27035,5.98%, 50.07%, 4.94%, 0.91%, 44.09%
27037,4.81%, 42.34%, 10.01%, 0.50%, 47.16%
27039,37.35%, 65.97%, 4.97%, 0.44%, 28.62%
27041,16.25%, 39.15%, 5.09%, 0.37%, 55.39%
27043,23.66%, 58.11%, 7.17%, 0.26%, 34.45%
27045,31.12%, 62.75%, 5.20%, 0.43%, 31.62%
27047,32.69%, 63.75%, 4.98%, 0.21%, 31.06%
27049,23.59%, 59.05%, 5.30%, 0.19%, 35.46%
27051,2.15%, 49.21%, 3.47%, 0.26%, 47.06%
27053,24.67%, 59.02%, 6.31%, 0.32%, 34.35%
27055,15.22%, 53.58%, 7.74%, 0.31%, 38.37%
27057,22.03%, 57.81%, 5.86%, 0.55%, 35.78%
27059,18.53%, 39.54%,-, 2.39%, 58.07%
27061,29.42%, 60.10%, 6.01%, 0.41%, 30.67%
27063,5.57%, 48.96%, 7.22%, 0.43%, 43.39%
27065,0.44%, 47.57%, 4.04%, 0.38%, 48.01%
27067,16.58%, 40.16%, 2.77%, 0.32%, 56.74%
27069,5.47%, 42.88%, 8.01%, 0.77%, 48.34%
27071,18.71%, 37.42%, 5.41%, 1.05%, 56.13%
27073,6.92%, 52.26%,-, 2.41%, 45.33%
27075,2.53%, 46.63%, 2.24%, 1.98%, 49.16%
27077,7.84%, 42.71%, 5.59%, 1.15%, 50.55%
27079,4.34%, 38.19%, 18.50%, 0.79%, 42.52%
27081,4.23%, 48.03%, 7.30%, 0.87%, 43.80%
27083,12.89%, 53.70%, 5.10%, 0.40%, 40.81%
27085,0.82%, 44.89%, 8.90%, 0.51%, 45.71%
27087,24.91%, 33.69%, 6.53%, 1.18%, 58.60%
27089,13.57%, 40.03%, 5.53%, 0.84%, 53.60%
27091,22.68%, 56.24%, 9.97%, 0.23%, 33.56%
27093,2.52%, 45.47%, 6.02%, 0.53%, 47.99%
27095,1.31%, 48.79%, 3.38%, 0.36%, 47.47%
27097,5.56%, 41.63%, 10.23%, 0.94%, 47.19%
27099,17.88%, 55.69%, 6.21%, 0.30%, 37.81%
27101,0.32%, 45.80%, 7.52%, 0.56%, 46.12%
27103,6.16%, 50.05%, 5.70%, 0.36%, 43.89%
27105,0.65%, 46.10%, 6.85%, 0.31%, 46.75%
27107,4.06%, 45.77%, 3.92%, 0.48%, 49.83%
27109,21.86%, 56.50%, 8.46%, 0.39%, 34.64%
27111,16.22%, 55.45%, 4.17%, 1.16%, 39.23%
27113,33.08%, 31.20%, 4.05%, 0.47%, 64.28%
27115,7.61%, 42.03%, 7.28%, 1.04%, 49.64%
27117,1.91%, 48.16%, 5.10%, 0.49%, 46.25%
27119,5.84%, 43.94%, 5.80%, 0.48%, 49.78%
27121,4.52%, 45.88%, 3.33%, 0.38%, 50.41%
27123,5.88%, 47.66%, 10.13%, 0.44%, 41.78%
27125,17.13%, 35.19%, 11.66%, 0.82%, 52.33%
27127,8.55%, 50.66%, 6.72%, 0.52%, 42.11%
27129,6.18%, 42.66%, 8.03%, 0.46%, 48.84%
27131,35.71%, 61.26%, 12.49%, 0.70%, 25.55%
27133,10.77%, 51.98%, 6.57%, 0.25%, 41.20%
27135,16.86%, 38.99%, 4.44%, 0.72%, 55.85%
27137,21.46%, 57.31%, 3.99%, 0.71%, 35.85%
27139,22.19%, 29.29%, 18.34%, 0.88%, 51.48%
27141,33.63%, 63.65%, 5.84%, 0.49%, 30.02%
27143,23.44%, 34.57%, 6.74%, 0.69%, 58.00%
27145,16.84%, 37.36%, 7.82%, 0.61%, 54.20%
27147,32.51%, 59.50%, 13.16%, 0.35%, 26.99%
27149,6.03%, 48.99%, 7.51%, 0.54%, 42.97%
27151,25.68%, 33.60%, 6.79%, 0.33%, 59.28%
27153,13.15%, 53.00%, 6.65%, 0.50%, 39.85%
27155,12.87%, 39.32%, 7.93%, 0.55%, 52.20%
27157,0.36%, 44.93%, 10.21%, 0.29%, 44.57%
27159,18.33%, 54.83%, 5.25%, 0.26%, 36.51%
27161,17.41%, 37.13%, 7.89%, 0.45%, 54.54%
27163,13.22%, 52.40%, 8.17%, 0.25%, 39.18%
27165,13.85%, 53.57%, 6.51%, 0.21%, 39.72%
27167,3.23%, 47.17%, 8.61%, 0.28%, 43.94%
27169,3.94%, 43.53%, 8.53%, 0.48%, 47.47%
27171,1.93%, 47.52%, 6.20%, 0.69%, 45.59%
27173,19.74%, 38.70%, 2.56%, 0.31%, 58.43%
28001,46.02%, 26.30%, 72.32%, 1.38%,-
28003,78.18%, 10.86%, 89.04%, 0.10%,-
28005,83.00%, 8.50%, 91.50%,-,-
28007,83.86%, 6.74%, 90.60%,-, 2.66%
28009,87.39%, 6.04%, 93.44%, 0.52%,-
28011,60.10%, 16.90%, 77.00%,-, 6.10%
28013,66.57%, 4.94%, 80.82%,-, 14.24%
28015,85.49%, 7.25%, 92.75%,-,-
28017,85.81%, 6.07%, 91.88%,-, 2.05%
28019,85.12%, 7.44%, 92.56%,-,-
28021,95.48%, 2.26%, 97.74%,-,-
28023,87.38%, 6.24%, 93.62%, 0.14%,-
28025,86.54%, 6.73%, 93.27%,-,-
28027,83.68%, 8.16%, 91.84%,-,-
28029,95.96%, 2.02%, 97.98%,-,-
28031,75.70%, 4.98%, 85.36%,-, 9.66%
28033,96.86%,-, 98.43%, 1.57%,-
28035,78.26%, 7.31%, 85.57%,-, 7.12%
28037,88.52%, 5.74%, 94.26%,-,-
