statecounty,margin,coolidge,davis,other,lafollette
45071,98.46%,-, 99.17%, 0.83%,-
45073,93.09%,-, 96.30%, 0.49%, 3.21%
45075,91.86%, 3.71%, 95.57%, 0.72%,-
45077,93.25%, 3.23%, 96.49%, 0.28%,-
45079,90.12%, 3.48%, 93.60%,-, 2.92%
45081,99.27%,-, 99.55%, 0.45%,-
45083,0%,-,-,-,-
45085,88.32%,-, 93.42%, 1.48%, 5.10%
45087,96.78%,-, 98.21%, 1.79%,-
45089,98.82%,-, 99.41%, 0.59%,-
45091,90.29%, 2.11%, 94.09%,-, 3.80%
46003,2.40%, 36.31%, 24.97%,-, 38.72%
46005,19.85%, 53.37%, 13.10%,-, 33.52%
46007,27.25%, 57.07%, 13.11%,-, 29.82%
46009,8.89%, 41.79%, 25.31%,-, 32.90%
46011,7.43%, 48.51%, 10.41%,-, 41.08%
46013,29.34%, 60.67%, 7.99%,-, 31.33%
46015,3.01%, 37.11%, 22.76%,-, 40.13%
46017,11.29%, 41.53%, 30.24%,-, 28.23%
46019,24.01%, 55.59%, 12.84%,-, 31.57%
46021,13.02%, 54.55%, 3.91%,-, 41.53%
46023,13.30%, 31.22%, 24.27%,-, 44.52%
46025,24.68%, 56.85%, 10.97%,-, 32.17%
46027,0.69%, 42.30%, 14.71%,-, 42.99%
46029,3.31%, 41.38%, 13.93%,-, 44.69%
46031,18.81%, 56.50%, 5.80%,-, 37.70%
46033,21.84%, 53.36%, 15.12%,-, 31.52%
46035,14.09%, 51.71%, 10.67%,-, 37.62%
46037,18.09%, 55.17%, 7.75%,-, 37.08%
46039,28.08%, 60.32%, 7.44%,-, 32.24%
46041,18.42%, 53.05%, 12.32%,-, 34.63%
46043,14.65%, 50.25%, 14.16%,-, 35.60%
46045,3.98%, 42.38%, 11.26%,-, 46.36%
46047,17.08%, 52.13%, 12.81%,-, 35.06%
46049,26.12%, 56.08%, 13.97%,-, 29.95%
46051,9.04%, 42.02%, 6.92%,-, 51.06%
46053,11.43%, 44.61%, 22.21%,-, 33.18%
46055,19.71%, 49.87%, 19.96%,-, 30.16%
46057,14.24%, 52.38%, 9.48%,-, 38.14%
46059,29.58%, 54.00%, 21.58%,-, 24.42%
46061,4.14%, 40.47%, 14.92%,-, 44.61%
46063,33.60%, 62.07%, 9.46%,-, 28.47%
46065,20.14%, 53.21%, 13.72%,-, 33.07%
46067,45.74%, 24.65%, 4.97%,-, 70.38%
46069,20.47%, 50.53%, 19.41%,-, 30.06%
46071,32.81%, 56.93%, 18.95%,-, 24.12%
46073,17.21%, 52.89%, 11.44%,-, 35.67%
46075,21.59%, 55.45%, 10.68%,-, 33.86%
46077,41.05%, 65.65%, 9.75%,-, 24.60%
46079,2.16%, 45.35%, 7.13%,-, 47.51%
46081,56.31%, 71.07%, 14.17%,-, 14.76%
46083,6.02%, 43.81%, 6.36%,-, 49.83%
46085,4.76%, 44.30%, 16.16%,-, 39.54%
46087,3.33%, 44.27%, 14.79%,-, 40.94%
46089,39.08%, 28.83%, 3.25%,-, 67.91%
46091,10.79%, 51.54%, 7.70%,-, 40.75%
46093,34.93%, 57.43%, 22.50%,-, 20.07%
46095,2.36%, 39.93%, 37.56%,-, 22.51%
46097,17.66%, 35.65%, 11.04%,-, 53.31%
46099,21.52%, 55.93%, 9.66%,-, 34.41%
46101,8.37%, 41.69%, 8.26%,-, 50.05%
46103,44.11%, 63.57%, 16.96%,-, 19.46%
46105,29.96%, 59.21%, 11.54%,-, 29.25%
46107,35.39%, 59.82%, 15.75%,-, 24.43%
46109,12.97%, 40.99%, 5.05%,-, 53.96%
46111,7.76%, 47.34%, 13.07%,-, 39.58%
46113,82.08%, 88.89%, 6.81%,-, 4.30%
46115,28.78%, 57.81%, 13.16%,-, 29.03%
46117,8.17%, 43.81%, 20.54%,-, 35.64%
46119,32.77%, 59.04%, 14.68%,-, 26.28%
46121,48.04%, 67.01%, 18.98%,-, 14.01%
46123,8.92%, 42.45%, 24.02%,-, 33.53%
46125,0.48%, 45.93%, 7.66%,-, 46.41%
46127,13.79%, 45.04%, 23.72%,-, 31.24%
46129,6.84%, 44.15%, 4.87%,-, 50.98%
46135,2.12%, 39.78%, 18.33%,-, 41.89%
46137,22.79%, 55.01%, 12.77%,-, 32.22%
47001,43.88%, 69.28%, 25.39%, 0.32%, 5.00%
47003,31.39%, 33.23%, 64.62%, 0.04%, 2.12%
47005,20.67%, 38.53%, 59.20%, 2.27%,-
47007,17.31%, 58.28%, 40.96%, 0.76%,-
47009,47.30%, 72.93%, 25.64%, 1.43%,-
47011,27.68%, 63.13%, 35.45%, 1.42%,-
47013,55.53%, 73.78%, 18.25%,-, 7.97%
47015,33.71%, 32.46%, 66.17%, 1.37%,-
47017,5.56%, 51.61%, 46.05%, 0.14%, 2.21%
47019,73.32%, 86.33%, 13.01%, 0.66%,-
47021,64.45%, 16.98%, 81.43%, 1.59%,-
47023,21.78%, 38.47%, 60.25%, 1.27%,-
47025,23.11%, 59.97%, 36.86%,-, 3.18%
47027,15.37%, 41.67%, 57.05%, 1.28%,-
47029,46.78%, 73.13%, 26.35%, 0.52%,-
47031,53.73%, 21.80%, 75.52%,-, 2.68%
47033,32.73%, 33.07%, 65.80%, 1.13%,-
47035,22.98%, 58.61%, 35.63%,-, 5.76%
47037,39.70%, 26.18%, 65.88%, 0.28%, 7.66%
47039,4.60%, 47.11%, 51.71%, 1.18%,-
47041,12.99%, 43.17%, 56.16%, 0.68%,-
47043,49.87%, 22.73%, 72.60%, 0.31%, 4.36%
47045,65.79%, 16.93%, 82.72%, 0.35%,-
47047,87.67%, 5.11%, 92.77%, 2.12%,-
47049,45.55%, 70.16%, 24.62%,-, 5.22%
47051,48.11%, 24.92%, 73.03%,-, 2.04%
47053,50.99%, 24.05%, 75.04%, 0.90%,-
47055,56.18%, 20.76%, 76.94%,-, 2.30%
47057,38.20%, 68.80%, 30.59%, 0.61%,-
47059,11.80%, 55.66%, 43.85%, 0.49%,-
47061,26.18%, 22.64%, 51.57%, 0.39%, 25.39%
47063,0.92%, 49.48%, 48.56%, 1.95%,-
47065,5.42%, 50.18%, 44.76%,-, 5.05%
47067,53.96%, 76.72%, 22.76%, 0.52%,-
47069,70.22%, 13.39%, 83.61%, 0.11%, 2.90%
47071,31.00%, 65.39%, 34.39%, 0.22%,-
47073,23.64%, 61.22%, 37.58%, 1.20%,-
47075,93.07%, 3.08%, 96.15%, 0.77%,-
47077,22.67%, 60.37%, 37.69%, 1.94%,-
47079,60.01%, 17.60%, 77.61%, 0.31%, 4.48%
47081,48.25%, 25.04%, 73.29%, 1.67%,-
47083,60.24%, 16.84%, 77.08%, 0.35%, 5.73%
47085,62.72%, 17.17%, 79.89%,-, 2.94%
47087,50.07%, 24.62%, 74.69%, 0.70%,-
47089,57.71%, 78.39%, 20.68%, 0.93%,-
47091,83.06%, 91.35%, 8.29%, 0.36%,-
47093,19.88%, 56.41%, 36.53%,-, 7.06%
47095,79.96%, 9.53%, 89.49%, 0.99%,-
47097,72.48%, 12.96%, 85.44%, 1.61%,-
47099,4.12%, 51.45%, 47.34%, 1.21%,-
47101,22.62%, 36.31%, 58.94%,-, 4.75%
47103,72.85%, 13.01%, 85.86%, 1.13%,-
47105,36.06%, 66.59%, 30.54%, 0.17%, 2.69%
47107,22.99%, 58.85%, 35.85%,-, 5.30%
47109,18.01%, 58.54%, 40.53%, 0.94%,-
47111,44.55%, 71.97%, 27.43%, 0.60%,-
47113,46.89%, 22.51%, 69.40%,-, 8.09%
47115,1.72%, 48.55%, 46.84%,-, 4.61%
47117,64.60%, 16.74%, 81.34%, 1.92%,-
47119,54.67%, 21.40%, 76.06%,-, 2.54%
47121,6.67%, 52.77%, 46.10%, 1.12%,-
47123,5.38%, 52.56%, 47.18%, 0.25%,-
47125,34.17%, 32.00%, 66.17%, 1.84%,-
47127,83.99%, 7.64%, 91.62%, 0.74%,-
47129,39.39%, 62.78%, 23.39%,-, 13.83%
47131,72.65%, 12.87%, 85.51%, 1.62%,-
47133,25.51%, 36.33%, 61.85%, 1.82%,-
47135,29.50%, 34.99%, 64.49%, 0.52%,-
47137,2.49%, 51.06%, 48.56%, 0.38%,-
47139,3.99%, 51.30%, 47.31%, 1.40%,-
47141,24.51%, 37.06%, 61.57%, 1.37%,-
47143,0.04%, 48.59%, 48.63%, 0.08%, 2.70%
47145,32.60%, 63.45%, 30.85%, 0.31%, 5.39%
47147,73.83%, 11.94%, 85.77%, 2.29%,-
47149,51.14%, 23.87%, 75.01%, 1.12%,-
47151,64.50%, 77.71%, 13.22%,-, 9.07%
47153,20.29%, 39.46%, 59.74%, 0.80%,-
47155,76.94%, 88.17%, 11.23%, 0.60%,-
47157,27.43%, 31.95%, 59.37%,-, 8.68%
47159,41.21%, 28.82%, 70.03%, 1.15%,-
47161,66.65%, 15.92%, 82.57%, 1.51%,-
47163,18.95%, 39.95%, 58.90%, 1.16%,-
47165,70.32%, 13.93%, 84.25%, 1.83%,-
47167,78.04%, 10.01%, 88.06%, 1.93%,-
47169,65.10%, 17.21%, 82.31%, 0.48%,-
47171,52.63%, 72.68%, 20.05%, 0.16%, 7.11%
47173,59.64%, 78.37%, 18.73%,-, 2.90%
47175,48.45%, 25.47%, 73.91%, 0.62%,-
47177,46.21%, 26.15%, 72.36%, 1.49%,-
47179,27.22%, 62.87%, 35.65%, 1.47%,-
47181,51.13%, 75.24%, 24.11%, 0.65%,-
47183,46.11%, 26.67%, 72.78%, 0.55%,-
47185,42.87%, 27.29%, 70.17%,-, 2.54%
47187,72.23%, 12.63%, 84.86%,-, 2.51%
47189,55.10%, 21.85%, 76.95%, 1.21%,-
48001,15.79%, 47.19%, 31.40%,-, 21.41%
48003,74.65%, 9.86%, 84.51%,-, 5.63%
48005,81.04%, 7.54%, 88.57%,-, 3.89%
48007,43.17%, 26.98%, 70.14%,-, 2.88%
48009,65.98%, 13.07%, 79.05%,-, 7.88%
48011,57.55%, 19.06%, 76.62%,-, 4.32%
48013,40.75%, 21.81%, 62.56%,-, 15.62%
48015,56.02%, 12.60%, 71.71%,-, 15.69%
48017,41.20%, 25.20%, 66.40%,-, 8.40%
48019,1.84%, 47.84%, 46.00%,-, 6.17%
48021,64.22%, 14.31%, 78.53%,-, 7.16%
48023,75.41%, 11.61%, 87.02%, 1.38%,-
48025,2.07%, 45.45%, 47.52%,-, 7.03%
48027,59.65%, 17.26%, 76.91%,-, 5.84%
48029,3.81%, 40.07%, 43.88%,-, 16.05%
48031,24.95%, 29.41%, 54.36%,-, 16.23%
48033,79.17%, 10.42%, 89.58%,-,-
48035,70.63%, 13.36%, 83.99%,-, 2.65%
48037,60.82%, 16.58%, 77.40%,-, 6.03%
48039,21.61%, 37.21%, 58.82%,-, 3.97%
48041,76.64%, 10.43%, 87.07%,-, 2.50%
48043,50.60%, 22.60%, 73.20%,-, 4.20%
48045,72.27%, 11.13%, 83.40%,-, 5.46%
48047,54.48%, 22.01%, 76.49%, 1.49%,-
48049,77.49%, 9.99%, 87.48%,-, 2.52%
48051,82.80%, 8.16%, 90.96%, 0.87%,-
48053,70.29%, 13.45%, 83.74%,-, 2.82%
48055,64.18%, 14.27%, 78.44%,-, 7.29%
48057,55.99%, 20.07%, 76.05%,-, 3.88%
48059,70.40%, 12.54%, 82.94%,-, 4.52%
48061,26.15%, 34.52%, 60.68%,-, 4.80%
48063,70.55%, 13.21%, 83.76%,-, 3.04%
48065,32.04%, 32.14%, 64.18%,-, 3.68%
48067,35.13%, 31.05%, 66.18%,-, 2.77%
48069,37.13%, 18.43%, 59.35%,-, 22.22%
48071,13.45%, 42.30%, 55.75%, 1.95%,-
48073,72.11%, 13.06%, 85.17%, 1.77%,-
48075,68.74%, 13.03%, 81.77%,-, 5.20%
48077,59.14%, 17.35%, 76.49%,-, 6.16%
48079,69.44%, 12.50%, 81.94%,-, 5.56%
48081,77.42%, 10.44%, 87.86%, 1.70%,-
48083,67.67%, 15.03%, 82.70%,-, 2.27%
48085,55.89%, 21.15%, 77.04%, 1.80%,-
48087,50.30%, 23.68%, 73.99%,-, 2.33%
48089,45.03%, 21.54%, 66.57%,-, 11.89%
48091,60.57%, 12.66%, 13.39%,-, 73.96%
48093,21.28%, 53.90%, 32.62%,-, 13.48%
48095,74.01%, 11.52%, 85.53%,-, 2.94%
48097,64.73%, 12.85%, 77.58%,-, 9.57%
48099,72.62%, 12.66%, 85.28%,-, 2.07%
48101,79.18%, 8.97%, 88.15%,-, 2.89%
48103,0%,-,-,-,-
48105,23.63%, 61.54%, 37.91%, 0.55%,-
48107,62.03%, 17.89%, 79.92%,-, 2.19%
48109,66.67%, 12.82%, 79.49%,-, 7.69%
48111,21.15%, 24.31%, 48.42%,-, 27.27%
48113,54.19%, 21.63%, 75.83%,-, 2.54%
48115,68.82%, 14.24%, 83.06%,-, 2.69%
48117,45.35%, 25.16%, 70.51%,-, 4.33%
48119,62.85%, 17.64%, 80.49%, 1.88%,-
48121,68.84%, 12.27%, 81.10%,-, 6.63%
48123,33.32%, 22.90%, 56.21%,-, 20.89%
48125,67.45%, 15.78%, 83.24%, 0.98%,-
48127,22.11%, 36.51%, 58.62%,-, 4.87%
48129,50.24%, 22.12%, 72.37%,-, 5.51%
48131,81.17%, 8.42%, 89.59%, 1.99%,-
48133,62.94%, 17.11%, 80.04%,-, 2.85%
48135,81.29%, 7.74%, 89.03%,-, 3.23%
48137,25.18%, 61.35%, 36.17%,-, 2.48%
48139,71.44%, 13.50%, 84.93%, 1.57%,-
48141,0%,-,-,-,-
48143,75.62%, 10.27%, 85.89%,-, 3.84%
48145,68.55%, 12.96%, 81.51%,-, 5.53%
48147,76.49%, 10.11%, 86.60%,-, 3.30%
48149,37.20%, 22.46%, 59.66%,-, 17.88%
48151,67.11%, 15.00%, 82.12%,-, 2.88%
48153,74.07%, 11.93%, 85.99%,-, 2.08%
48155,68.53%, 13.29%, 81.82%,-, 4.90%
48157,59.29%, 15.82%, 75.11%,-, 9.07%
48159,77.77%, 8.83%, 86.60%,-, 4.57%
48161,59.14%, 19.17%, 78.31%,-, 2.52%
48163,59.28%, 19.55%, 78.84%, 1.61%,-
48165,63.49%, 8.39%, 77.55%,-, 14.06%
48167,41.42%, 25.10%, 66.52%,-, 8.39%
48169,27.22%, 35.06%, 62.29%,-, 2.65%
48171,30.13%, 28.42%, 13.03%,-, 58.55%
48173,68.81%, 12.84%, 81.65%,-, 5.50%
48175,22.13%, 32.86%, 54.99%,-, 12.15%
48177,61.88%, 14.07%, 75.96%,-, 9.97%
48179,2.27%, 48.86%, 51.14%,-,-
48181,52.64%, 19.09%, 71.73%,-, 9.18%
48183,64.51%, 10.59%, 76.96%,-, 12.45%
48185,83.54%, 7.55%, 91.09%, 1.36%,-
48187,1.37%, 40.52%, 20.32%,-, 39.15%
48189,46.01%, 24.84%, 70.85%,-, 4.31%
48191,61.42%, 16.93%, 78.34%,-, 4.73%
48193,78.77%, 8.68%, 87.45%,-, 3.87%
48195,51.52%, 20.94%, 72.45%,-, 6.61%
48197,59.87%, 18.18%, 78.05%,-, 3.76%
48199,38.24%, 28.31%, 66.55%,-, 5.14%
48201,36.01%, 27.57%, 63.57%,-, 8.86%
48203,64.68%, 14.19%, 78.88%,-, 6.93%
48205,39.09%, 25.10%, 64.20%,-, 10.70%
48207,62.24%, 16.42%, 78.66%,-, 4.91%
48209,58.50%, 18.86%, 77.36%,-, 3.78%
48211,37.01%, 25.97%, 62.99%,-, 11.04%
48213,79.32%, 9.41%, 88.73%, 1.86%,-
48215,54.72%, 20.44%, 75.16%,-, 4.39%
48217,74.33%, 12.07%, 86.39%, 1.54%,-
48219,52.13%, 21.28%, 73.40%,-, 5.32%
48221,75.80%, 9.71%, 85.51%,-, 4.78%
48223,74.45%, 11.52%, 85.97%,-, 2.50%
48225,74.84%, 12.08%, 86.92%, 1.00%,-
48227,63.17%, 12.85%, 76.02%,-, 11.13%
48229,35.21%, 23.94%, 59.15%,-, 16.90%
48231,76.72%, 10.70%, 87.43%, 1.87%,-
48233,38.46%, 29.49%, 67.95%,-, 2.56%
48235,45.83%, 25.35%, 71.18%,-, 3.47%
48237,58.78%, 19.73%, 78.50%, 1.77%,-
48239,34.56%, 30.28%, 64.84%,-, 4.88%
48241,78.53%, 10.24%, 88.77%, 0.99%,-
48243,36.96%, 26.63%, 63.59%,-, 9.78%
48245,14.66%, 40.42%, 55.09%,-, 4.49%
48247,75.95%, 12.03%, 87.97%,-,-
48249,44.46%, 21.47%, 65.93%,-, 12.60%
48251,65.08%, 14.77%, 79.85%,-, 5.38%
48253,66.47%, 15.39%, 81.86%,-, 2.75%
48255,47.92%, 21.27%, 69.19%,-, 9.54%
48257,71.80%, 13.54%, 85.33%, 1.13%,-
48259,22.89%, 55.93%, 11.04%,-, 33.04%
48261,80.00%, 9.33%, 89.33%, 1.33%,-
48263,64.56%, 16.88%, 81.43%, 1.69%,-
48265,8.68%, 49.31%, 40.63%,-, 10.06%
48267,34.23%, 31.54%, 65.77%,-, 2.69%
48269,90.80%, 4.60%, 95.40%,-,-
48271,4.44%, 50.16%, 45.71%,-, 4.13%
48273,42.86%, 19.57%, 62.42%,-, 18.01%
48275,48.79%, 23.51%, 72.30%,-, 4.19%
48277,77.40%, 9.97%, 87.37%,-, 2.66%
48279,46.35%, 23.87%, 70.22%,-, 5.92%
48281,74.11%, 12.35%, 86.46%, 1.19%,-
48283,71.16%, 13.49%, 84.66%, 1.85%,-
48285,38.99%, 14.15%, 62.42%,-, 23.43%
48287,48.56%, 11.87%, 68.35%,-, 19.79%
48289,70.72%, 12.99%, 83.71%,-, 3.30%
48291,39.61%, 29.19%, 68.80%,-, 2.01%
48293,79.96%, 9.62%, 89.58%, 0.79%,-
48295,2.63%, 42.68%, 45.31%,-, 12.01%
48297,26.98%, 31.92%, 58.89%,-, 9.19%
48299,77.99%, 8.17%, 86.17%,-, 5.66%
48301,71.43%, 14.29%, 85.71%,-,-
48303,56.72%, 17.54%, 74.26%,-, 8.19%
48305,54.50%, 20.85%, 75.35%,-, 3.80%
48307,45.12%, 26.84%, 71.96%, 1.19%,-
48309,51.28%, 22.24%, 73.52%,-, 4.24%
48311,0.90%, 49.78%, 48.88%, 1.35%,-
48313,82.96%, 8.38%, 91.34%, 0.29%,-
48315,25.98%, 33.02%, 58.99%,-, 7.99%
48317,55.16%, 21.60%, 76.76%, 1.64%,-
48319,29.67%, 23.82%, 53.48%,-, 22.70%
48321,19.38%, 37.62%, 56.99%,-, 5.39%
48323,12.63%, 53.16%, 40.53%,-, 6.31%
48325,7.46%, 35.81%, 43.26%,-, 20.93%
48327,9.86%, 42.73%, 52.60%,-, 4.67%
48329,79.42%, 9.84%, 89.26%, 0.89%,-
48331,65.63%, 14.68%, 80.31%,-, 5.00%
48333,73.53%, 11.55%, 85.08%,-, 3.37%
48335,74.20%, 11.69%, 85.89%,-, 2.42%
48337,50.47%, 17.93%, 68.40%,-, 13.67%
48339,78.98%, 9.83%, 88.81%, 1.36%,-
48341,79.35%, 9.78%, 89.13%, 1.09%,-
48343,0%,-,-,-,-
48345,74.48%, 11.81%, 86.29%, 1.90%,-
48347,87.60%, 5.56%, 93.16%, 1.28%,-
48349,72.35%, 13.31%, 85.66%, 1.03%,-
48351,67.19%, 15.30%, 82.49%,-, 2.22%
48353,58.91%, 18.32%, 77.23%,-, 4.46%
48355,0%,-,-,-,-
48357,35.05%, 27.58%, 62.63%,-, 9.79%
48359,42.65%, 26.10%, 68.75%,-, 5.15%
48361,45.32%, 26.33%, 71.65%,-, 2.02%
48363,55.23%, 17.98%, 73.20%,-, 8.82%
48365,88.18%, 5.33%, 93.51%, 1.16%,-
48367,65.56%, 14.70%, 80.26%,-, 5.04%
48369,36.07%, 26.69%, 62.76%,-, 10.56%
48371,37.46%, 29.00%, 66.47%,-, 4.53%
48373,73.16%, 12.70%, 85.85%, 1.45%,-
48375,41.01%, 21.81%, 62.82%,-, 15.38%
48377,57.18%, 19.54%, 76.72%,-, 3.74%
48379,68.12%, 13.75%, 81.88%,-, 4.37%
48381,55.98%, 18.22%, 74.20%,-, 7.57%
48383,55.56%, 21.53%, 77.08%, 1.39%,-
48385,22.49%, 60.24%, 37.75%,-, 2.01%
48387,81.06%, 8.78%, 89.84%, 1.38%,-
48389,56.84%, 18.75%, 75.59%,-, 5.66%
48391,35.22%, 27.41%, 62.63%,-, 9.96%
48393,39.48%, 29.97%, 69.45%, 0.58%,-
48395,77.18%, 10.00%, 87.17%,-, 2.83%
48397,86.88%, 6.32%, 93.20%, 0.48%,-
48399,66.60%, 14.48%, 81.09%,-, 4.43%
48401,64.12%, 17.06%, 81.18%, 1.76%,-
48403,89.41%, 5.01%, 94.42%, 0.57%,-
48405,89.95%, 5.02%, 94.98%,-,-
48407,68.71%, 14.86%, 83.57%, 1.57%,-
48409,5.09%, 45.63%, 50.72%,-, 3.65%
48411,80.66%, 9.27%, 89.94%, 0.79%,-
48413,35.07%, 32.33%, 67.40%, 0.27%,-
48415,63.54%, 16.71%, 80.25%,-, 3.04%
48417,0.14%, 49.93%, 50.07%,-,-
48419,87.83%, 4.33%, 92.16%,-, 3.52%
48421,33.67%, 29.00%, 62.67%,-, 8.33%
48423,59.30%, 18.85%, 78.16%,-, 2.99%
48425,76.97%, 8.96%, 85.93%,-, 5.12%
48427,94.09%, 2.95%, 97.05%,-,-
48429,68.09%, 13.98%, 82.07%,-, 3.95%
48431,81.04%, 9.29%, 90.33%, 0.37%,-
48433,56.89%, 16.03%, 72.91%,-, 11.06%
48435,7.06%, 46.10%, 53.16%, 0.74%,-
48437,44.08%, 25.89%, 69.96%,-, 4.15%
48439,35.28%, 26.45%, 61.73%,-, 11.82%
48441,74.21%, 12.05%, 86.26%, 1.69%,-
48443,4.11%, 38.61%, 34.49%,-, 26.90%
48445,66.23%, 15.98%, 82.22%, 1.80%,-
48447,50.76%, 24.20%, 74.97%, 0.83%,-
48449,100.00%,-, 100.00%,-,-
48451,55.91%, 19.83%, 75.73%,-, 4.44%
48453,57.64%, 19.43%, 77.06%,-, 3.51%
48455,80.26%, 8.63%, 88.89%,-, 2.48%
48457,80.36%, 8.62%, 88.98%,-, 2.39%
48459,80.83%, 8.86%, 89.69%, 1.44%,-
48461,77.50%, 10.00%, 87.50%,-, 2.50%
48463,56.03%, 20.47%, 76.50%,-, 3.03%
48465,2.30%, 45.79%, 43.49%,-, 10.72%
48467,100.00%,-, 100.00%,-,-
48469,49.38%, 18.98%, 68.36%,-, 12.66%
48471,79.71%, 10.07%, 89.78%, 0.15%,-
48473,70.91%, 13.89%, 84.80%, 1.30%,-
48475,59.85%, 15.33%, 75.18%,-, 9.49%
48477,74.26%, 11.99%, 86.25%, 1.76%,-
48479,49.28%, 23.91%, 73.19%,-, 2.90%
48481,38.88%, 28.71%, 67.58%,-, 3.71%
48483,61.77%, 17.12%, 78.89%,-, 4.00%
48485,42.94%, 25.81%, 68.75%,-, 5.44%
48487,60.39%, 17.05%, 77.44%,-, 5.51%
48489,45.39%, 25.35%, 70.74%,-, 3.92%
48491,71.13%, 12.33%, 83.45%,-, 4.22%
48493,46.37%, 20.17%, 66.54%,-, 13.28%
48495,87.50%, 6.25%, 93.75%,-,-
48497,66.63%, 14.61%, 81.24%,-, 4.15%
48499,75.12%, 10.43%, 85.55%,-, 4.02%
48501,76.79%, 8.04%, 84.82%,-, 7.14%
48503,70.71%, 13.57%, 84.28%,-, 2.15%
48505,20.68%, 39.56%, 60.24%, 0.20%,-
48507,50.99%, 20.97%, 71.96%,-, 7.06%
49001,22.17%, 53.34%, 31.18%,-, 15.48%
49003,22.67%, 56.18%, 33.52%,-, 10.30%
49005,11.06%, 52.01%, 40.94%,-, 7.05%
49007,5.76%, 37.59%, 30.58%,-, 31.83%
49009,54.20%, 74.05%, 19.85%,-, 6.11%
49011,18.58%, 55.51%, 36.94%,-, 7.55%
49013,24.63%, 57.60%, 32.97%,-, 9.43%
49015,2.77%, 42.98%, 40.21%,-, 16.81%
49017,43.53%, 69.57%, 26.04%,-, 4.40%
49019,6.03%, 47.93%, 41.90%,-, 10.17%
49021,43.91%, 66.47%, 22.56%,-, 10.98%
49023,2.76%, 43.57%, 40.81%,-, 15.62%
49025,61.99%, 80.22%, 18.22%, 1.56%,-
49027,25.94%, 55.74%, 29.81%,-, 14.45%
49029,13.69%, 54.10%, 40.40%,-, 5.50%
49031,29.32%, 61.42%, 32.10%,-, 6.48%
49033,29.77%, 62.48%, 32.71%,-, 4.81%
49035,18.23%, 46.44%, 25.35%,-, 28.21%
49037,22.16%, 56.89%, 34.73%,-, 8.38%
49039,19.15%, 56.39%, 37.24%,-, 6.37%
49041,24.33%, 56.44%, 32.11%,-, 11.44%
49043,27.63%, 57.16%, 29.53%,-, 13.31%
49045,25.16%, 52.47%, 27.31%,-, 20.22%
49047,27.26%, 60.90%, 33.65%,-, 5.45%
49049,11.46%, 46.28%, 34.82%,-, 18.91%
49051,17.92%, 52.39%, 34.47%,-, 13.13%
49053,14.56%, 54.96%, 40.39%,-, 4.65%
49055,15.57%, 57.27%, 41.70%, 1.04%,-
49057,10.65%, 43.60%, 23.45%,-, 32.95%
50001,77.77%, 87.68%, 9.91%, 2.40%,-
50003,52.90%, 72.91%, 20.01%, 0.29%, 6.78%
50005,71.09%, 83.60%, 12.52%, 0.27%, 3.61%
50007,47.40%, 70.96%, 23.55%, 0.35%, 5.14%
50009,37.27%, 63.60%, 26.34%, 0.32%, 9.74%
50011,43.01%, 67.10%, 24.08%, 0.34%, 8.49%
50013,39.24%, 65.23%, 25.98%, 0.76%, 8.03%
50015,75.63%, 86.23%, 10.61%, 0.70%, 2.47%
50017,69.97%, 82.85%, 12.88%, 0.12%, 4.15%
50019,74.65%, 85.18%, 10.53%, 0.58%, 3.71%
50021,57.02%, 74.32%, 17.30%, 0.41%, 7.98%
50023,59.35%, 74.30%, 14.95%, 0.24%, 10.52%
50025,71.29%, 83.18%, 11.88%, 0.13%, 4.81%
50027,79.65%, 88.43%, 8.78%, 0.19%, 2.60%
51001,73.28%, 12.64%, 85.92%, 1.44%,-
51003,56.44%, 20.31%, 76.75%, 0.06%, 2.89%
51005,16.37%, 52.48%, 36.11%, 0.18%, 11.22%
51007,40.56%, 28.33%, 68.89%,-, 2.78%
51009,72.57%, 9.72%, 82.29%, 0.08%, 7.91%
51011,79.31%, 9.41%, 88.72%, 1.86%,-
51013,3.36%, 44.74%, 41.39%,-, 13.87%
51015,20.06%, 38.74%, 58.81%, 0.06%, 2.39%
51017,0.36%, 48.74%, 48.38%,-, 2.87%
51019,60.64%, 19.00%, 79.64%, 1.36%,-
51021,0.41%, 49.96%, 49.55%, 0.49%,-
51023,5.92%, 45.90%, 51.82%, 0.07%, 2.21%
51025,83.71%, 6.62%, 90.33%,-, 3.05%
51027,10.68%, 54.93%, 44.25%, 0.81%,-
51029,48.18%, 25.03%, 73.21%, 1.76%,-
51031,55.27%, 18.76%, 74.03%, 0.05%, 7.16%
51033,56.97%, 20.59%, 77.56%, 1.85%,-
51035,16.11%, 57.79%, 41.68%, 0.53%,-
51036,25.43%, 35.34%, 60.78%, 0.43%, 3.45%
51037,68.49%, 12.38%, 80.87%,-, 6.75%
51041,51.74%, 21.30%, 73.04%,-, 5.66%
51043,78.43%, 9.76%, 88.19%, 2.05%,-
51045,25.45%, 36.01%, 61.46%, 0.24%, 2.28%
51047,61.91%, 17.15%, 79.06%,-, 3.79%
51049,69.20%, 12.53%, 81.72%,-, 5.75%
51051,10.63%, 42.47%, 53.10%, 0.53%, 3.91%
51053,67.83%, 14.70%, 82.53%,-, 2.77%
51057,66.41%, 15.63%, 82.03%,-, 2.34%
51059,32.20%, 30.00%, 62.20%, 0.16%, 7.65%
