statecounty,0.52, 48.38, 47.87, 2.74, 1.02,"50,462,412","2,883,443"," 1,070,320"
09001,9.21, 52.33, 43.12, 3.42, 1.13,"159,659","12,664"," 4,197"
09003,25.49, 60.17, 34.68, 3.87, 1.28,"127,468","14,214"," 4,707"
09005,3.02, 47.87, 44.85, 6.20, 1.08,"39,172","5,413", 947
09007,18.11, 55.94, 37.83, 5.22, 1.01,"29,295","4,039", 780
09009,21.99, 58.03, 36.04, 4.56, 1.37,"122,919","15,567"," 4,685"
09011,17.67, 55.38, 37.72, 5.70, 1.20,"41,168","6,218"," 1,312"
09013,14.11, 53.52, 39.40, 5.92, 1.16,"24,705","3,711", 730
09015,16.64, 54.64, 38.00, 5.97, 1.38,"16,708","2,626", 606
10001,2.68, 49.90, 47.23, 2.24, 0.62,"22,790","1,082", 301
10003,22.98, 59.86, 36.88, 2.71, 0.55,"78,587","5,767"," 1,167"
10005,7.36, 52.23, 44.86, 2.20, 0.71,"29,739","1,458", 470
11001,76.20, 85.16, 8.95, 5.24, 0.65,"18,073","10,576"," 1,322"
12001,15.44, 55.25, 39.80, 3.76, 1.18,"34,135","3,228"," 1,014"
12003,"8,155","3,219",39.47, 68.80, 29.33,"5,611","2,392", 152
12005,"58,876","19,809",33.65, 65.70, 32.06,"38,682","18,873"," 1,321"
12007,"8,675","2,341",26.99, 62.43, 35.45,"5,416","3,075", 184
12009,8.20, 52.75, 44.55, 2.05, 0.65,"97,341","4,471"," 1,423"
12011,"575,239","209,821",36.48, 67.41, 30.93,"387,760","177,939"," 9,540"
12013,"5,175",717,13.86, 55.52, 41.66,"2,873","2,156", 146
12015,8.64, 52.96, 44.31, 2.19, 0.54,"29,646","1,462", 364
12017,7.46, 52.06, 44.60, 2.42, 0.93,"25,531","1,383", 533
12019,"57,559","27,235",47.32, 72.80, 25.48,"41,903","14,668", 988
12021,"92,202","30,528",33.11, 65.58, 32.47,"60,467","29,939"," 1,796"
12023,"18,514","3,919",21.17, 59.24, 38.07,"10,968","7,049", 497
12027,11.97, 54.48, 42.51, 2.01, 1.00,"3,321",157, 78
12029,"4,667",870,18.64, 57.79, 39.15,"2,697","1,827", 143
12031,"265,181","44,421",16.75, 57.49, 40.74,"152,460","108,039"," 4,682"
12033,"116,856","32,181",27.54, 62.62, 35.08,"73,171","40,990"," 2,695"
12035,"27,116","1,279",4.72, 51.25, 46.53,"13,897","12,618", 601
12037,"4,645",407,8.76, 52.83, 44.07,"2,454","2,047", 144
12039,"14,731","4,966",33.71, 66.09, 32.38,"9,736","4,770", 225
12041,"5,395","1,390",25.76, 61.17, 35.40,"3,300","1,910", 185
12043,"3,365",399,11.86, 54.71, 42.85,"1,841","1,442", 82
12045,"6,148","1,155",18.79, 57.79, 39.00,"3,553","2,398", 197
12047,"3,966",424,10.69, 54.14, 43.44,"2,147","1,723", 96
12049,"6,236","1,423",22.82, 60.38, 37.56,"3,765","2,342", 129
12051,"8,139","1,507",18.52, 58.32, 39.81,"4,747","3,240", 152
12053,3.05, 50.05, 47.00, 2.30, 0.66,"30,658","1,501", 429
12055,"35,152","6,038",17.18, 57.48, 40.31,"20,207","14,169", 776
12057,3.11, 50.17, 47.06, 2.08, 0.69,"169,576","7,496"," 2,488"
12059,"7,396","2,835",38.33, 67.77, 29.43,"5,012","2,177", 207
12061,"49,627","8,870",17.87, 57.71, 39.84,"28,639","19,769"," 1,219"
12063,"16,303","2,269",13.92, 56.06, 42.14,"9,139","6,870", 294
12065,"5,643",563,9.98, 53.89, 43.91,"3,041","2,478", 124
12067,"2,505",881,35.17, 66.67, 31.50,"1,670",789, 46
12069,"88,611","13,439",15.17, 56.44, 41.27,"50,010","36,571"," 2,030"
12071,"184,400","32,580",17.67, 57.57, 39.90,"106,151","73,571"," 4,678"
12073,"103,154","22,371",21.69, 59.57, 37.88,"61,444","39,073"," 2,637"
12075,11.51, 53.91, 42.40, 2.24, 1.45,"5,398",285, 184
12077,"2,410",300,12.45, 54.65, 42.20,"1,317","1,017", 76
12079,"6,163",23,0.37, 49.29, 48.92,"3,038","3,015", 110
12081,7.97, 52.58, 44.61, 2.26, 0.54,"49,226","2,494", 601
12083,"102,971","10,472",10.17, 53.55, 43.39,"55,146","44,674"," 3,151"
12085,"62,016","7,351",11.85, 54.78, 42.93,"33,972","26,621"," 1,423"
12086,"625,552","39,293",6.28, 52.57, 46.29,"328,867","289,574"," 7,111"
12087,1.25, 48.64, 47.39, 3.22, 0.75,"16,063","1,090", 255
12089,"23,787","9,453",39.74, 68.98, 29.24,"16,408","6,955", 424
12091,"70,819","35,197",49.70, 73.69, 23.99,"52,186","16,989"," 1,644"
12093,"9,854",468,4.75, 51.32, 46.57,"5,057","4,589", 208
12095,"280,155","5,705",2.04, 50.06, 48.02,"140,236","134,531"," 5,388"
12097,"55,690","1,950",3.50, 50.61, 47.11,"28,187","26,237"," 1,266"
12099,"433,222","116,790",26.96, 62.27, 35.31,"269,754","152,964"," 10,504"
12101,0.68, 48.73, 48.05, 2.38, 0.83,"68,607","3,394"," 1,192"
12103,3.97, 50.35, 46.38, 2.52, 0.75,"184,849","10,023"," 2,997"
12105,"168,629","15,103",8.96, 53.56, 44.60,"90,310","75,207"," 3,112"
12107,"26,239","1,350",5.15, 51.29, 46.14,"13,457","12,107", 675
